ID_A,DESIGNATION,ID_TYPE,ID_FAMILLE,LONGUEUR,LARGEUR,EPAISSEUR,U_Pqt,DIAMETRE,HAUTEUR,QTE_STO,QTE_MIN,CHEMIN_IMG,Qte/U,Vol,TYPE,FAMILLE,UNITE,ID_TARIF,PRIX_U,TX,PV_HT
73,Ba/4.5x100x38,1,3,4.50,100,38,1,0,0,0,0,../images/Battant.png,0.01710,0.01710,Bois brut,Battant,M3,1,300000.00,25,375000
74,Ba/4.5x100x44,1,3,4.50,100,44,1,0,0,0,0,../images/Battant.png,0.01980,0.01980,Bois brut,Battant,M3,1,300000.00,25,375000
75,Ba/4x125x32,1,3,4.00,125,32,1,0,0,0,0,../images/Battant.png,0.01600,0.01600,Bois brut,Battant,M3,1,300000.00,0,300000
76,Ba/4x125x38,1,3,4.00,125,38,1,0,0,0,0,../images/Battant.png,0.01900,0.01900,Bois brut,Battant,M3,1,300000.00,0,300000
77,Ba/4x125x44,1,3,4.00,125,44,1,0,0,0,0,../images/Battant.png,0.02200,0.02200,Bois brut,Battant,M3,1,300000.00,0,300000
78,Ba/4.5x125x32,1,3,4.50,125,32,1,0,0,0,0,../images/Battant.png,0.01800,0.01800,Bois brut,Battant,M3,1,300000.00,25,375000
79,Ba/4.5x125x38,1,3,4.50,125,38,1,0,0,0,0,../images/Battant.png,0.02138,0.02138,Bois brut,Battant,M3,1,300000.00,25,375000
80,Ba/4.5x125x44,1,3,4.50,125,44,1,0,0,0,0,../images/Battant.png,0.02138,0.02475,Bois brut,Battant,M3,1,300000.00,25,300000
81,Ba/4x150x32,1,3,4.00,150,32,1,0,0,0,0,../images/Battant.png,0.01920,0.01920,Bois brut,Battant,M3,1,300000.00,0,300000
82,Ba/4x150x38,1,3,4.00,150,38,1,0,0,0,0,../images/Battant.png,0.02280,0.02280,Bois brut,Battant,M3,1,300000.00,0,300000
83,Ba/4x150x44,1,3,4.00,150,44,1,0,0,0,0,../images/Battant.png,0.02640,0.02640,Bois brut,Battant,M3,1,300000.00,0,300000
84,Ba/4.5x150x32,1,3,4.50,150,32,1,0,0,0,0,../images/Battant.png,0.02160,0.02160,Bois brut,Battant,M3,1,300000.00,25,375000
85,Ba/4.5x150x38,1,3,4.50,150,38,1,0,0,0,0,../images/Battant.png,0.02565,0.02565,Bois brut,Battant,M3,1,300000.00,25,375000
86,Ba/4.5x150x44,1,3,4.50,150,44,1,0,0,0,0,../images/Battant.png,0.02970,0.02970,Bois brut,Battant,M3,1,300000.00,25,375000
87,Ba/4x175x32,1,3,4.00,175,32,1,0,0,0,0,../images/Battant.png,0.02240,0.02240,Bois brut,Battant,M3,4,315000.00,0,315000
88,Ba/4x175x38,1,3,4.00,175,38,1,0,0,0,0,../images/Battant.png,0.02660,0.02660,Bois brut,Battant,M3,4,315000.00,0,315000
89,Ba/4x175x44,1,3,4.00,175,44,1,0,0,0,0,../images/Battant.png,0.03080,0.03080,Bois brut,Battant,M3,4,315000.00,0,315000
90,Ba/4.5x175x32,1,3,4.50,175,32,1,0,0,0,0,../images/Battant.png,0.02520,0.02520,Bois brut,Battant,M3,4,315000.00,25,393750
91,Ba/4.5x175x38,1,3,4.50,175,38,1,0,0,0,0,../images/Battant.png,0.02993,0.02993,Bois brut,Battant,M3,4,315000.00,25,393750
92,Ba/4.5x175x44,1,3,4.50,175,44,1,0,0,0,0,../images/Battant.png,0.03465,0.03465,Bois brut,Battant,M3,4,315000.00,25,393750
93,"Ba/2,5x50x38",1,3,2.50,50,38,1,0,0,0,0,../images/Battant.png,0.00475,0.00475,Bois brut,Battant,M3,6,325000.00,0,325000
94,"Ba/2,5x100x32",1,3,2.50,100,32,1,0,0,0,0,../images/Battant.png,0.00800,0.00800,Bois brut,Battant,M3,1,300000.00,0,300000
95,"Ba/2,5x100x38",1,3,2.50,100,38,1,0,0,0,0,../images/Battant.png,0.00950,0.00950,Bois brut,Battant,M3,1,300000.00,0,300000
96,"Ba/2,5x100x44",1,3,2.50,100,44,1,0,0,0,0,../images/Battant.png,0.01100,0.01100,Bois brut,Battant,M3,1,300000.00,0,300000
97,"Ba/2,5x125x32",1,3,2.50,125,32,1,0,0,0,0,../images/Battant.png,0.01000,0.01000,Bois brut,Battant,M3,1,300000.00,0,300000
98,"Ba/2,5x125x38",1,3,2.50,125,38,1,0,0,0,0,../images/Battant.png,0.01188,0.01188,Bois brut,Battant,M3,1,300000.00,0,300000
99,"Ba/2,5x125x44",1,3,2.50,125,44,1,0,0,0,0,../images/Battant.png,0.01375,0.01375,Bois brut,Battant,M3,1,300000.00,0,300000
100,"Ba/2,5x150x32",1,3,2.50,150,32,1,0,0,0,0,../images/Madrier.png,0.01200,0.01200,Bois brut,Madrier,M3,1,300000.00,0,300000
101,"Ba/2,5x150x38",1,3,2.50,150,38,1,0,0,0,0,../images/Madrier.png,0.01425,0.01425,Bois brut,Madrier,M3,1,300000.00,0,300000
102,"Ba/2,5x150x44",1,3,2.50,150,44,1,0,0,0,0,../images/Madrier.png,0.01650,0.01650,Bois brut,Madrier,M3,1,300000.00,0,300000
103,"Ba/2,5x175x32",1,3,2.50,175,32,1,0,0,0,0,../images/Madrier.png,0.01400,0.01400,Bois brut,Madrier,M3,4,315000.00,0,315000
104,"Ba/2,5x175x38",1,3,2.50,175,38,1,0,0,0,0,../images/Madrier.png,0.01663,0.01663,Bois brut,Madrier,M3,4,315000.00,0,315000
105,"Ba/2,5x175x44",1,3,2.50,175,44,1,0,0,0,0,../images/Madrier.png,0.01925,0.01925,Bois brut,Madrier,M3,4,315000.00,0,315000
106,Ba/2x100x32,1,3,2.00,100,32,1,0,0,0,0,../images/Battant.png,0.00640,0.00640,Bois brut,Battant,M3,1,300000.00,0,300000
107,Ba/2x100x38,1,3,2.00,100,38,1,0,0,0,0,../images/Battant.png,0.00760,0.00760,Bois brut,Battant,M3,1,300000.00,0,300000
108,Ba/2x100x44,1,3,2.00,100,44,1,0,0,0,0,../images/Battant.png,0.00880,0.00880,Bois brut,Battant,M3,1,300000.00,0,300000
109,Ba/2x125x32,1,3,2.00,125,32,1,0,0,0,0,../images/Battant.png,0.00800,0.00800,Bois brut,Battant,M3,1,300000.00,0,300000
110,Ba/2x125x38,1,3,2.00,125,38,1,0,0,0,0,../images/Battant.png,0.00950,0.00950,Bois brut,Battant,M3,1,300000.00,0,300000
111,Ba/2x125x44,1,3,2.00,125,44,1,0,0,0,0,../images/Battant.png,0.01100,0.01100,Bois brut,Battant,M3,1,300000.00,0,300000
112,Ba/2x150x32,1,3,2.00,150,32,1,0,0,0,0,../images/Battant.png,0.00960,0.00960,Bois brut,Battant,M3,4,315000.00,0,315000
113,Ba/2x150x38,1,3,2.00,150,38,1,0,0,0,0,../images/Battant.png,0.01140,0.01140,Bois brut,Battant,M3,4,315000.00,0,315000
114,Ba/2x150x44,1,3,2.00,150,44,1,0,0,0,0,../images/Battant.png,0.01320,0.01320,Bois brut,Battant,M3,4,315000.00,0,315000
115,Ba/2x175x32,1,3,2.00,175,32,1,0,0,0,0,../images/Battant.png,0.01120,0.01120,Bois brut,Battant,M3,4,315000.00,0,315000
116,Ba/2x175x38,1,3,2.00,175,38,1,0,0,0,0,../images/Battant.png,0.01330,0.01330,Bois brut,Battant,M3,4,315000.00,0,315000
117,Ba/2x175x44,1,3,2.00,175,44,1,0,0,0,0,../images/Battant.png,0.01540,0.01540,Bois brut,Battant,M3,4,315000.00,0,315000
118,Ch/4x50x50,1,4,4.00,50,50,1,0,0,0,0,../images/Chevron.png,0.01000,0.01000,Bois brut,Chevron,M3,4,315000.00,0,315000
119,Ch/4x63x63,1,4,4.00,63,63,1,0,0,0,0,../images/Chevron.png,0.01588,0.01588,Bois brut,Chevron,M3,3,310000.00,0,310000
120,Ch/4x75x50,1,4,4.00,75,50,1,0,0,0,0,../images/Chevron.png,0.01500,0.01500,Bois brut,Chevron,M3,2,305000.00,0,305000
121,Ch/4x75x75,1,4,4.00,75,75,1,0,0,0,0,../images/Chevron.png,0.02250,0.02250,Bois brut,Chevron,M3,2,305000.00,0,305000
122,Ch/4x100x100,1,4,4.00,100,100,1,0,0,0,0,../images/Madrier.png,0.04000,0.04000,Bois brut,Madrier,M3,1,300000.00,0,300000
123,Ch/2.5x50x50,1,4,2.50,50,50,1,0,0,0,0,../images/Chevron.png,0.00625,0.00625,Bois brut,Chevron,M3,4,315000.00,0,315000
124,"Ch/2,5x63x63",1,4,2.50,63,63,1,0,0,0,0,../images/Chevron.png,0.00992,0.00992,Bois brut,Chevron,M3,3,310000.00,0,310000
125,"Ch/2,5x75x50",1,4,2.50,75,50,1,0,0,0,0,../images/Chevron.png,0.00938,0.00938,Bois brut,Chevron,M3,2,305000.00,0,305000
126,"Ch/2,5x75x75",1,4,2.50,75,75,1,0,0,0,0,../images/Chevron.png,0.01406,0.01406,Bois brut,Chevron,M3,2,305000.00,0,305000
127,"Ch/2,5x100x100",1,4,2.50,100,100,1,0,0,0,0,../images/Madrier.png,0.02500,0.02500,Bois brut,Madrier,M3,1,300000.00,0,300000
128,Ch/2x50x50,1,4,2.00,50,50,1,0,0,0,0,../images/Chevron.png,0.00500,0.00500,Bois brut,Chevron,M3,4,315000.00,0,315000
129,Ch/2x63x63,1,4,2.00,63,63,1,0,0,0,0,../images/Madrier.png,0.00794,0.00794,Bois brut,Madrier,M3,3,310000.00,0,310000
130,Ch/2x75x50,1,4,2.00,75,50,1,0,0,0,0,../images/Madrier.png,0.00750,0.00750,Bois brut,Madrier,M3,2,305000.00,0,305000
131,Ch/2x75x75,1,4,2.00,75,75,1,0,0,0,0,../images/Madrier.png,0.01125,0.01125,Bois brut,Madrier,M3,2,305000.00,0,305000
230,LC/6x180x65,6,7,6.00,180,65,0,0,0,0,0,NULL,0.07020,0.07020,Lamelle-colle,Larg 65,M3,14,1450000.00,0,1450000
231,LC/6x225x65,6,7,6.00,225,65,0,0,0,0,0,NULL,0.08775,0.08775,Lamelle-colle,Larg 65,M3,14,1450000.00,0,1450000
232,LC/6x180x90,6,8,6.00,180,90,0,0,0,0,0,NULL,0.09720,0.09720,Lamelle-colle,Larg 90,M3,13,1300000.00,0,1300000
233,LC/6.5x225x90,6,8,6.00,225,90,0,0,0,0,0,NULL,0.12150,0.12150,Lamelle-colle,Larg 90,M3,13,1300000.00,0,1300000
234,LC/6x225x90,6,8,6.00,225,90,0,0,0,0,0,NULL,0.12150,0.12150,Lamelle-colle,Larg 90,M3,13,1300000.00,0,1300000
235,LC/5x225x90,6,8,5.00,225,90,0,0,0,0,0,NULL,0.10125,0.10125,Lamelle-colle,Larg 90,M3,13,1300000.00,0,1300000
236,LC/4x225x90,6,8,4.00,225,90,0,0,0,0,0,NULL,0.08100,0.08100,Lamelle-colle,Larg 90,M3,13,1300000.00,0,1300000
237,LC/8x315x115,6,9,8.00,315,115,0,0,0,0,0,NULL,0.28980,0.28980,Lamelle-colle,Larg 115,M3,13,1300000.00,0,1300000
238,LC/6x225x115,6,9,6.00,225,115,0,0,0,0,0,NULL,0.15525,0.15525,Lamelle-colle,Larg 115,M3,13,1300000.00,0,1300000
278,"La/2,5x32x32",1,13,2.50,32,32,0,0,0,0,0,../images/Chevron.png,0.00256,0.00256,Bois brut,Latte,M3,12,370000.00,0,370000
279,La/2x32x32,1,13,2.00,32,32,0,0,0,0,0,../images/Chevron.png,0.00205,0.00205,Bois brut,Latte,M3,12,370000.00,0,370000
280,La/2x38x38,1,13,2.00,38,38,0,0,0,0,0,../images/Chevron.png,0.00289,0.00289,Bois brut,Latte,M3,11,360000.00,0,360000
281,"Pl/1,5x75x19",4,17,1.50,75,19,0,0,0,0,0,../images/Planche.png,0.00214,0.00214,Sechoir,Planche,M3,0,0.00,0,0
282,"Pl/1,5x100x19",4,17,1.50,100,19,0,0,0,0,0,../images/Planche.png,0.00285,0.00285,Sechoir,Planche,M3,0,0.00,0,0
283,"Pl/1,5x125x19",4,17,1.50,125,19,0,0,0,0,0,../images/Planche.png,0.00356,0.00356,Sechoir,Planche,M3,0,0.00,0,0
284,"Pl/1,5x125x25",4,17,1.50,125,25,0,0,0,0,0,../images/Planche.png,0.00469,0.00469,Sechoir,Planche,M3,0,0.00,0,0
285,Pl/1x75x19,4,17,1.00,75,19,0,0,0,0,0,../images/Planche.png,0.00143,0.00143,Sechoir,Planche,M3,0,0.00,0,0
286,Pl/1x100x19,4,17,1.00,100,19,0,0,0,0,0,../images/Planche.png,0.00190,0.00190,Sechoir,Planche,M3,0,0.00,0,0
287,Ba/1x100x32,4,16,1.00,100,32,0,0,0,0,0,../images/Planche.png,0.00320,0.00320,Sechoir,Planche,M3,0,0.00,0,0
288,Ba/1x125x32,4,16,1.00,125,32,0,0,0,0,0,../images/Planche.png,0.00400,0.00400,Sechoir,Planche,M3,0,0.00,0,0
289,Pl/1x125x25,4,17,1.00,125,25,0,0,0,0,0,../images/Planche.png,0.00313,0.00313,Sechoir,Planche,M3,0,0.00,0,0
290,"Pl/0,75x75x19",4,17,0.75,75,19,0,0,0,0,0,../images/Planche.png,0.00107,0.00107,Sechoir,Planche,M3,0,0.00,0,0
291,"Ba/0,75x75x32",4,16,0.75,75,32,0,0,0,0,0,../images/Planche.png,0.00180,0.00180,Sechoir,Planche,M3,0,0.00,0,0
292,"Pl/0,75x75x25",4,17,0.75,75,25,0,0,0,0,0,../images/Planche.png,0.00141,0.00141,Sechoir,Planche,M3,0,0.00,0,0
293,"Pl/0,75x100x19",4,17,0.75,100,19,0,0,0,0,0,../images/Planche.png,0.00143,0.00143,Sechoir,Planche,M3,0,0.00,0,0
294,"BA/0,75x100x32",4,16,0.75,100,32,0,0,0,0,0,../images/Planche.png,0.00240,0.00240,Sechoir,Planche,M3,0,0.00,0,0
295,"Pl/0,75x100x25",4,17,0.75,100,25,0,0,0,0,0,../images/Planche.png,0.00188,0.00188,Sechoir,Planche,M3,0,0.00,0,0
296,"Pl/0,75x125x19",4,17,0.75,125,19,0,0,0,0,0,../images/Planche.png,0.00178,0.00178,Sechoir,Planche,M3,0,0.00,0,0
297,"Ba/0,75x125x32",4,16,0.75,125,32,0,0,0,0,0,../images/Planche.png,0.00300,0.00300,Sechoir,Planche,M3,0,0.00,0,0
298,"Pl/0,75x125x25",4,17,0.75,125,25,0,0,0,0,0,../images/Planche.png,0.00234,0.00234,Sechoir,Planche,M3,0,0.00,0,0
299,"Pl/2,5x75x19",4,17,2.50,75,19,0,0,0,0,0,../images/Planche.png,0.00356,0.00356,Sechoir,Planche,M3,0,0.00,0,0
300,"Pl/2,5x100x19",4,17,2.50,100,19,0,0,0,0,0,../images/Planche.png,0.00475,0.00475,Sechoir,Planche,M3,0,0.00,0,0
301,"Pl/2,5x125x19",4,17,2.50,125,19,0,0,0,0,0,../images/Planche.png,0.00594,0.00594,Sechoir,Planche,M3,0,0.00,0,0
302,Pl/2x75x19,4,17,2.00,75,19,0,0,0,0,0,../images/Planche.png,0.00285,0.00285,Sechoir,Planche,M3,0,0.00,0,0
303,Pl/2x100x19,4,17,2.00,100,19,0,0,0,0,0,../images/Planche.png,0.00380,0.00380,Sechoir,Planche,M3,0,0.00,0,0
304,Ba/2x100x32,4,16,2.00,100,32,0,0,0,0,0,../images/Planche.png,0.00640,0.00640,Sechoir,Planche,M3,0,0.00,0,0
305,Pl/2x125x19,4,17,2.00,125,19,0,0,0,0,0,../images/Planche.png,0.00475,0.00475,Sechoir,Planche,M3,0,0.00,0,0
306,Pl/2x125x25,4,17,2.00,125,25,0,0,0,0,0,../images/Planche.png,0.00625,0.00625,Sechoir,Planche,M3,0,0.00,0,0
307,"Ba/1,5x100x32",4,16,1.50,100,32,0,0,0,0,0,../images/Planche.png,0.00480,0.00480,Sechoir,Planche,M3,0,0.00,0,0
308,Ma/2x100x50,1,2,2.00,100,50,1,0,0,0,0,../images/Madrier.png,0.01000,0.01000,Bois brut,Madrier,M3,4,315000.00,0,315000
309,Ma/2x100x63,1,2,2.00,100,63,1,0,0,0,0,../images/Madrier.png,0.01260,0.01260,Bois brut,Madrier,M3,4,315000.00,0,315000
310,Ma/2x100x75,1,2,2.00,100,75,1,0,0,0,0,../images/Madrier.png,0.01500,0.01500,Bois brut,Madrier,M3,4,315000.00,0,315000
311,Ma/2x125x50,1,2,2.00,125,50,1,0,0,0,0,../images/Madrier.png,0.01250,0.01250,Bois brut,Madrier,M3,4,315000.00,0,315000
312,Ma/2x125x63,1,2,2.00,125,63,1,0,0,0,0,../images/Madrier.png,0.01575,0.01575,Bois brut,Madrier,M3,4,315000.00,0,315000
313,Ma/2x125x75,1,2,2.00,125,75,1,0,0,0,0,../images/Madrier.png,0.01875,0.01875,Bois brut,Madrier,M3,4,315000.00,0,315000
314,Ma/2x150x50,1,2,2.00,150,50,1,0,0,0,0,../images/Madrier.png,0.01500,0.01500,Bois brut,Madrier,M3,4,315000.00,0,315000
315,Ma/2x150x63,1,2,2.00,150,63,1,0,0,0,0,../images/Madrier.png,0.01890,0.01890,Bois brut,Madrier,M3,4,315000.00,0,315000
316,Ma/2x150x75,1,2,2.00,150,75,1,0,0,0,0,../images/Madrier.png,0.02250,0.02250,Bois brut,Madrier,M3,4,315000.00,0,315000
317,Ma/2x175x50,1,2,2.00,175,50,1,0,0,0,0,../images/Madrier.png,0.01750,0.01750,Bois brut,Madrier,M3,4,315000.00,0,315000
318,Ma/2x175x63,1,2,2.00,175,63,1,0,0,0,0,../images/Madrier.png,0.02205,0.02205,Bois brut,Madrier,M3,4,315000.00,0,315000
319,Ma/2x175x75,1,2,2.00,175,75,1,0,0,0,0,../images/Madrier.png,0.02625,0.02625,Bois brut,Madrier,M3,4,315000.00,0,315000
320,Pl/2x100x25,1,1,2.00,100,25,1,0,0,0,0,../images/Planche.png,0.00500,0.00500,Bois brut,Planche,M3,1,300000.00,0,300000
321,Pl/2x100x32,1,1,2.00,100,32,1,0,0,0,0,../images/Planche.png,0.00640,0.00640,Bois brut,Planche,M3,1,300000.00,0,300000
322,Pl/2x125x25,1,1,2.00,125,25,1,0,0,0,0,../images/Planche.png,0.00625,0.00625,Bois brut,Planche,M3,1,300000.00,0,300000
323,Pl/2x125x32,1,1,2.00,125,32,1,0,0,0,0,../images/Planche.png,0.00800,0.00800,Bois brut,Planche,M3,1,300000.00,0,300000
324,"Pl/1,5x150x19",4,17,1.50,150,19,0,0,0,0,0,../images/Planche.png,0.00428,0.00428,Sechoir,Planche,M3,0,0.00,0,0
325,"Pl/1,5x75x25",4,17,1.50,75,25,0,0,0,0,0,../images/Planche.png,0.00281,0.00281,Sechoir,Planche,M3,0,0.00,0,0
326,"Pl/1,5x100x25",4,17,1.50,100,25,0,0,0,0,0,../images/Planche.png,0.00375,0.00375,Sechoir,Planche,M3,0,0.00,0,0
327,"Pl/1,5x150x25",4,17,1.50,150,25,0,0,0,0,0,../images/Planche.png,0.00563,0.00563,Sechoir,Planche,M3,0,0.00,0,0
328,Pl/1x125x19,4,17,1.00,125,19,0,0,0,0,0,../images/Planche.png,0.00238,0.00238,Sechoir,Planche,M3,0,0.00,0,0
329,Pl/1x150x19,4,17,1.00,150,19,0,0,0,0,0,../images/Planche.png,0.00285,0.00285,Sechoir,Planche,M3,0,0.00,0,0
330,Pl/1x75x25,4,17,1.00,75,25,0,0,0,0,0,../images/Planche.png,0.00188,0.00188,Sechoir,Planche,M3,0,0.00,0,0
331,Pl/1x100x25,4,17,1.00,100,25,0,0,0,0,0,../images/Planche.png,0.00250,0.00250,Sechoir,Planche,M3,0,0.00,0,0
332,Pl/1x150x25,4,17,1.00,150,25,0,0,0,0,0,../images/Planche.png,0.00375,0.00375,Sechoir,Planche,M3,0,0.00,0,0
333,Ba/1x75x32,4,16,1.00,75,32,0,0,0,0,0,../images/Planche.png,0.00240,0.00240,Sechoir,Planche,M3,0,0.00,0,0
334,Pl/0.75x150x19,4,17,0.75,150,19,0,0,0,0,0,../images/Planche.png,0.00214,0.00214,Sechoir,Planche,M3,0,0.00,0,0
335,"Pl/0,75x150x25",4,17,0.75,150,25,0,0,0,0,0,../images/Planche.png,0.00281,0.00281,Sechoir,Planche,M3,0,0.00,0,0
336,"Pl/2,5x150x19",4,17,2.50,150,19,0,0,0,0,0,../images/Planche.png,0.00713,0.00713,Sechoir,Planche,M3,0,0.00,0,0
337,Pl/2x150x19,4,17,2.00,150,19,0,0,0,0,0,../images/Planche.png,0.00570,0.00570,Sechoir,Planche,M3,0,0.00,0,0
338,Pl/2x75x25,4,17,2.00,75,25,0,0,0,0,0,../images/Planche.png,0.00375,0.00375,Sechoir,Planche,M3,0,0.00,0,0
339,Pl/2x100x25,4,17,2.00,100,25,0,0,0,0,0,../images/Planche.png,0.00500,0.00500,Sechoir,Planche,M3,0,0.00,0,0
340,Pl/2x150x25,4,17,2.00,150,25,0,0,0,0,0,../images/Planche.png,0.00750,0.00750,Sechoir,Planche,M3,0,0.00,0,0
341,Ba/2x75x32,4,16,2.00,75,32,0,0,0,0,0,../images/Planche.png,0.00480,0.00480,Sechoir,Planche,M3,0,0.00,0,0
342,"Ba/1,5x75x32",4,16,1.50,75,32,0,0,0,0,0,../images/Planche.png,0.00360,0.00360,Sechoir,Planche,M3,0,0.00,0,0
343,Pl/4.5x100x16,1,1,4.50,100,16,1,0,0,0,0,../images/Planche.png,0.00720,0.00720,Bois brut,Planche,M3,1,300000.00,25,375000
344,Pl/4.5x125x16,1,1,4.50,125,16,1,0,0,0,0,../images/Planche.png,0.00900,0.00900,Bois brut,Planche,M3,1,300000.00,25,375000
345,Pl/4.5x150x16,1,1,4.50,150,16,1,0,0,0,0,../images/Planche.png,0.01080,0.01080,Bois brut,Planche,M3,1,300000.00,25,375000
346,Pl/4.5x175x16,1,1,4.50,175,16,1,0,0,0,0,../images/Planche.png,0.01260,0.01260,Bois brut,Planche,M3,4,315000.00,25,393750
347,Pl/4.5x100x19,1,1,4.50,100,19,1,0,0,0,0,../images/Planche.png,0.00855,0.00855,Bois brut,Planche,M3,1,300000.00,25,375000
348,Pl/4.5x125x19,1,1,4.50,125,19,1,0,0,0,0,../images/Planche.png,0.01069,0.01069,Bois brut,Planche,M3,1,300000.00,25,375000
349,Pl/4.5x150x19,1,1,4.50,150,19,1,0,0,0,0,../images/Planche.png,0.01283,0.01283,Bois brut,Planche,M3,1,300000.00,25,375000
350,Pl/4.5x175x19,1,1,4.50,175,19,1,0,0,0,0,../images/Planche.png,0.01496,0.01496,Bois brut,Planche,M3,4,315000.00,25,393750
351,Pl/4.5x100x22,1,1,4.50,100,22,1,0,0,0,0,../images/Planche.png,0.00990,0.00990,Bois brut,Planche,M3,1,300000.00,25,375000
