ID_A,DESIGNATION,ID_TYPE,ID_FAMILLE,LONGUEUR,LARGEUR,EPAISSEUR,U_Pqt,DIAMETRE,HAUTEUR,QTE_STO,QTE_MIN,CHEMIN_IMG,Qte/U,Vol,TYPE,FAMILLE,UNITE,ID_TARIF,PRIX_U,TX,PV_HT
352,Pl/4.5x125x22,1,1,4.50,125,22,1,0,0,0,0,../images/Planche.png,0.01238,0.01238,Bois brut,Planche,M3,1,300000.00,25,375000
353,Pl/4.5x150x22,1,1,4.50,150,22,1,0,0,0,0,../images/Planche.png,0.01485,0.01485,Bois brut,Planche,M3,1,300000.00,25,375000
354,Pl/4.5x175x22,1,1,4.50,175,22,1,0,0,0,0,../images/Planche.png,0.01733,0.01733,Bois brut,Planche,M3,4,315000.00,25,393750
355,Pl/4.5x100x25,1,1,4.50,100,25,1,0,0,0,0,../images/Planche.png,0.01125,0.01125,Bois brut,Planche,M3,1,300000.00,25,375000
356,Pl/4.5x125x25,1,1,4.50,125,25,1,0,0,0,0,../images/Planche.png,0.01406,0.01406,Bois brut,Planche,M3,1,300000.00,25,375000
357,Pl/4.5x150x25,1,1,4.50,150,25,1,0,0,0,0,../images/Planche.png,0.01688,0.01688,Bois brut,Planche,M3,1,300000.00,25,375000
358,Pl/4.5x175x25,1,1,4.50,175,25,1,0,0,0,0,../images/Planche.png,0.01969,0.01969,Bois brut,Planche,M3,4,315000.00,25,393750
359,Pl/4x100x16,1,1,4.00,100,16,1,0,0,0,0,../images/Planche.png,0.00640,0.00640,Bois brut,Planche,M3,1,300000.00,0,300000
360,Pl/4x125x16,1,1,4.00,125,16,1,0,0,0,0,../images/Planche.png,0.00800,0.00800,Bois brut,Planche,M3,1,300000.00,0,300000
361,Pl/4x150x16,1,1,4.00,150,16,1,0,0,0,0,../images/Planche.png,0.00960,0.00960,Bois brut,Planche,M3,1,300000.00,0,300000
362,Pl/4x175x16,1,1,4.00,175,16,1,0,0,0,0,../images/Planche.png,0.01120,0.01120,Bois brut,Planche,M3,4,315000.00,0,315000
363,Pl/4x100x19,1,1,4.00,100,19,1,0,0,0,0,../images/Planche.png,0.00760,0.00760,Bois brut,Planche,M3,1,300000.00,0,300000
364,Pl/4x125x19,1,1,4.00,125,19,1,0,0,0,0,../images/Planche.png,0.00950,0.00950,Bois brut,Planche,M3,1,300000.00,0,300000
365,Pl/4x150x19,1,1,4.00,150,19,1,0,0,0,0,../images/Planche.png,0.01140,0.01140,Bois brut,Planche,M3,1,300000.00,0,300000
366,Pl/4x175x19,1,1,4.00,175,19,1,0,0,0,0,../images/Planche.png,0.01330,0.01330,Bois brut,Planche,M3,4,315000.00,0,315000
367,"Pl/2,5x100x16",1,1,2.50,100,16,1,0,0,0,0,../images/Planche.png,0.00400,0.00400,Bois brut,Planche,M3,1,300000.00,0,300000
368,"Pl/2,5x125x16",1,1,2.50,125,16,1,0,0,0,0,../images/Planche.png,0.00500,0.00500,Bois brut,Planche,M3,1,300000.00,0,300000
369,"Pl/2,5x150x16",1,1,2.50,150,16,1,0,0,0,0,../images/Planche.png,0.00600,0.00600,Bois brut,Planche,M3,1,300000.00,0,300000
370,"Pl/2,5x175x16",1,1,2.50,175,16,1,0,0,0,0,../images/Planche.png,0.00700,0.00700,Bois brut,Planche,M3,4,315000.00,0,315000
371,"Pl/2,5x100x19",1,1,2.50,100,19,1,0,0,0,0,../images/Planche.png,0.00475,0.00475,Bois brut,Planche,M3,1,300000.00,0,300000
372,"Pl/2,5x125x19",1,1,2.50,125,19,1,0,0,0,0,../images/Planche.png,0.00594,0.00594,Bois brut,Planche,M3,1,300000.00,0,300000
373,"Pl/2,5x150x19",1,1,2.50,150,19,1,0,0,0,0,../images/Planche.png,0.00713,0.00713,Bois brut,Planche,M3,1,300000.00,0,300000
374,"Pl/2,5x175x19",1,1,2.50,175,19,1,0,0,0,0,../images/Planche.png,0.00831,0.00831,Bois brut,Planche,M3,4,315000.00,0,315000
375,Pl/2x150x16,1,1,2.00,150,16,1,0,0,0,0,../images/Planche.png,0.00480,0.00480,Bois brut,Planche,M3,1,300000.00,0,300000
376,Pl/2x175x16,1,1,2.00,175,16,1,0,0,0,0,../images/Planche.png,0.00560,0.00560,Bois brut,Planche,M3,4,315000.00,0,315000
377,Pl/2x150x19,1,1,2.00,150,19,1,0,0,0,0,../images/Planche.png,0.00570,0.00570,Bois brut,Planche,M3,1,300000.00,0,300000
378,Pl/2x175x19,1,1,2.00,175,19,1,0,0,0,0,../images/Planche.png,0.00665,0.00665,Bois brut,Planche,M3,4,315000.00,0,315000
379,Ma/2x100x50,1,2,2.00,100,50,1,0,0,0,0,../images/Madrier.png,0.01000,0.01000,Bois brut,Madrier,M3,4,315000.00,0,315000
380,Ma/2x125x50,1,2,2.00,125,50,1,0,0,0,0,../images/Madrier.png,0.01250,0.01250,Bois brut,Madrier,M3,4,315000.00,0,315000
381,Ma/2x150x50,1,2,2.00,150,50,1,0,0,0,0,../images/Madrier.png,0.01500,0.01500,Bois brut,Madrier,M3,4,315000.00,0,315000
382,Ma/2x175x50,1,2,2.00,175,50,1,0,0,0,0,../images/Madrier.png,0.01750,0.01750,Bois brut,Madrier,M3,4,315000.00,0,315000
383,Ma/2x100x63,1,2,2.00,100,63,1,0,0,0,0,../images/Madrier.png,0.01260,0.01260,Bois brut,Madrier,M3,4,315000.00,0,315000
384,Ma/2x125x63,1,2,2.00,125,63,1,0,0,0,0,../images/Madrier.png,0.01575,0.01575,Bois brut,Madrier,M3,4,315000.00,0,315000
385,Ma/2x150x63,1,2,2.00,150,63,1,0,0,0,0,../images/Madrier.png,0.01890,0.01890,Bois brut,Madrier,M3,4,315000.00,0,315000
386,Ma/2x175x63,1,2,2.00,175,63,1,0,0,0,0,../images/Madrier.png,0.02205,0.02205,Bois brut,Madrier,M3,4,315000.00,0,315000
387,Ma/2x100x75,1,2,2.00,100,75,1,0,0,0,0,../images/Madrier.png,0.01500,0.01500,Bois brut,Madrier,M3,4,315000.00,0,315000
388,Ma/2x125x75,1,2,2.00,125,75,1,0,0,0,0,../images/Madrier.png,0.01875,0.01875,Bois brut,Madrier,M3,4,315000.00,0,315000
389,Ma/2x150x75,1,2,2.00,150,75,1,0,0,0,0,../images/Madrier.png,0.02250,0.02250,Bois brut,Madrier,M3,4,315000.00,0,315000
390,Ma/2x175x75,1,2,2.00,175,75,1,0,0,0,0,../images/Madrier.png,0.02625,0.02625,Bois brut,Madrier,M3,4,315000.00,0,315000
391,Ma/2x100x50,4,18,2.00,100,50,0,0,0,0,0,../images/Planche.png,0.01000,0.01000,Sechoir,Planche,M3,0,0.00,0,0
392,Ma/2x125x50,4,18,2.00,125,50,0,0,0,0,0,../images/Planche.png,0.00750,0.01250,Sechoir,Planche,M3,0,0.00,0,0
393,"Ma/1,5x100x50",4,18,1.50,100,50,0,0,0,0,0,../images/Planche.png,0.00750,0.00750,Sechoir,Planche,M3,0,0.00,0,0
394,Ma/1x100x50,4,18,1.00,100,50,0,0,0,0,0,../images/Planche.png,0.00500,0.00500,Sechoir,Planche,M3,0,0.00,0,0
395,Ma/1x125x50,4,18,1.00,125,50,0,0,0,0,0,../images/Planche.png,0.00625,0.00625,Sechoir,Planche,M3,0,0.00,0,0
396,"MA/0,75x100x50",4,18,0.75,100,50,0,0,0,0,0,../images/Planche.png,0.00375,0.00375,Sechoir,Planche,M3,0,0.00,0,0
397,"Ma/0,75x125x50",4,18,0.75,125,50,0,0,0,0,0,../images/Planche.png,0.00469,0.00469,Sechoir,Planche,M3,0,0.00,0,0
401,"Pl/2,5x50x19",4,17,2.50,50,19,0,0,0,0,0,../images/Planche.png,0.00238,0.00238,Sechoir,Planche,M3,0,1.00,0,0
402,"Pl/2,5x50x25",4,17,2.50,50,25,0,0,0,0,0,../images/Planche.png,0.00313,0.00313,Sechoir,Planche,M3,0,2.00,0,0
403,"Pl/2,5x75x25",4,17,2.50,75,25,0,0,0,0,0,../images/Planche.png,0.00469,0.00469,Sechoir,Planche,M3,0,3.00,0,0
404,"Pl/2,5x100x25",4,17,2.50,100,25,0,0,0,0,0,../images/Planche.png,0.00625,0.00625,Sechoir,Planche,M3,0,4.00,0,0
405,"Pl/2,5x125x25",4,17,2.50,125,25,0,0,0,0,0,../images/Planche.png,0.00781,0.00781,Sechoir,Planche,M3,0,5.00,0,0
406,"Pl/2,5x150x25",4,17,2.50,150,25,0,0,0,0,0,../images/Planche.png,0.00938,0.00938,Sechoir,Planche,M3,0,6.00,0,0
407,Ba/5x125x44,1,3,5.00,125,44,1,0,0,0,0,../images/Battant.png,0.02138,0.02750,Bois brut,Battant,M3,1,300000.00,35,300000
408,Ba/5.5x125x44,1,3,5.50,125,44,1,0,0,0,0,../images/Battant.png,0.03025,0.03025,Bois brut,Battant,M3,1,300000.00,50,450000
409,Ba/2.5x100x32,4,16,2.50,100,32,0,0,0,0,0,../images/Planche.png,0.00640,0.00800,Sechoir,Planche,M3,0,0.00,0,0
410,Ba/2.5x75x32,4,16,2.50,75,32,0,0,0,0,0,../images/Planche.png,0.00480,0.00600,Sechoir,Planche,M3,0,0.00,0,0
411,Ma/2.5x100x50,4,18,2.50,100,50,0,0,0,0,0,../images/Planche.png,0.01000,0.01250,Sechoir,Planche,M3,0,0.00,0,0
412,Ma/2.5x125x50,4,18,2.50,125,50,0,0,0,0,0,../images/Planche.png,0.00750,0.01563,Sechoir,Planche,M3,0,0.00,0,0
413,Ma/2.5x150x50,4,18,2.50,150,50,0,0,0,0,0,../images/Planche.png,0.01500,0.01875,Sechoir,Planche,M3,0,0.00,0,0
414,Ma/2.5x175x50,4,18,2.50,175,50,0,0,0,0,0,../images/Planche.png,0.01750,0.02188,Sechoir,Planche,M3,0,0.00,0,0
415,Ma/2.5x100x75,4,18,2.50,100,75,0,0,0,0,0,../images/Planche.png,0.01000,0.01875,Sechoir,Planche,M3,0,0.00,0,0
416,Ma/2.5x125x75,4,18,2.50,125,75,0,0,0,0,0,../images/Planche.png,0.00750,0.02344,Sechoir,Planche,M3,0,0.00,0,0
417,Ma/2.5x150x75,4,18,2.50,150,75,0,0,0,0,0,../images/Planche.png,0.01500,0.02813,Sechoir,Planche,M3,0,0.00,0,0
418,Ma/2.5x175x75,4,18,2.50,175,75,0,0,0,0,0,../images/Planche.png,0.01750,0.03281,Sechoir,Planche,M3,0,0.00,0,0
419,Ma/2x150x50,4,18,2.00,150,50,0,0,0,0,0,../images/Planche.png,0.01500,0.01500,Sechoir,Planche,M3,0,0.00,0,0
420,Ma/2x175x50,4,18,2.00,175,50,0,0,0,0,0,../images/Planche.png,0.01750,0.01750,Sechoir,Planche,M3,0,0.00,0,0
132,G28p/2.5x28x28,3,5,2.50,28,28,40,0,0,0,0,../images/Gorge.png,2.50000,0.00196,Bois profile,A peindre,ML,20,1080.35,-15,918
133,CJ40p/2.5x40x14,3,5,2.50,40,14,40,0,0,0,0,../images/Couvre-joint.png,2.50000,0.00140,Bois profile,A peindre,ML,20,1080.35,-15,918
136,Pt60p/2.5x60x14,3,5,2.50,60,14,30,0,0,0,0,../images/Plinthe.png,2.50000,0.00210,Bois profile,A peindre,ML,20,1080.35,-15,918
139,CA90p/2.5x90x25,3,5,2.50,90,25,8,0,0,0,0,NULL,2.50000,0.00563,Bois profile,A peindre,ML,23,1865.75,-15,1586
140,Pt90p/2.5x90x14,3,5,2.50,90,14,20,0,0,0,0,../images/Plinthe.png,2.50000,0.00315,Bois profile,A peindre,ML,21,1276.70,-15,1085
142,G28p/2x28x28,3,5,2.00,28,28,50,0,0,0,0,../images/Gorge.png,2.00000,0.00157,Bois profile,A peindre,ML,20,1080.35,-15,918
143,CJ40p/2x40x14,3,5,2.00,40,14,50,0,0,0,0,../images/Couvre-joint.png,2.00000,0.00112,Bois profile,A peindre,ML,20,1080.35,-15,918
146,Pt60p/2x60x14,3,5,2.00,60,14,30,0,0,0,0,../images/Plinthe.png,2.00000,0.00168,Bois profile,A peindre,ML,20,1080.35,-15,918
149,CA90p/2x90x25,3,5,2.00,90,25,10,0,0,0,0,NULL,2.00000,0.00450,Bois profile,A peindre,ML,23,1865.75,-15,1586
150,Pt90p/2x90x14,3,5,2.00,90,14,20,0,0,0,0,../images/Plinthe.png,2.00000,0.00252,Bois profile,A peindre,ML,21,1276.70,-15,1085
152,G28p/1.5x28x28,3,5,1.50,28,28,50,0,0,0,0,../images/Gorge.png,1.50000,0.00118,Bois profile,A peindre,ML,20,1080.35,-15,918
153,CJ40p/1.5x40x14,3,5,1.50,40,14,50,0,0,0,0,../images/Couvre-joint.png,1.50000,0.00084,Bois profile,A peindre,ML,20,1080.35,-15,918
156,"Pt60p/1,5x60x14",3,5,1.50,60,14,30,0,0,0,0,../images/Plinthe.png,1.50000,0.00126,Bois profile,A peindre,ML,20,1271.00,-15,1080
159,CA90p/1.5x90x25,3,5,1.50,90,25,10,0,0,0,0,NULL,1.50000,0.00338,Bois profile,A peindre,ML,23,1865.75,-15,1586
160,"Pt90p/1,5x90x14",3,5,1.50,90,14,20,0,0,0,0,../images/Plinthe.png,1.50000,0.00189,Bois profile,A peindre,ML,21,1276.70,-15,1085
162,G28p/1x28x28,3,5,1.00,28,28,100,0,0,0,0,../images/Gorge.png,1.00000,0.00078,Bois profile,A peindre,ML,20,1080.35,-15,918
163,CJ40p/1x40x14,3,5,1.00,40,14,50,0,0,0,0,../images/Couvre-joint.png,1.00000,0.00056,Bois profile,A peindre,ML,20,1080.35,-15,918
166,Pt60p/1x60x14,3,5,1.00,60,14,30,0,0,0,0,../images/Plinthe.png,1.00000,0.00084,Bois profile,A peindre,ML,20,1271.00,-15,1080
169,Pt90p/1x90x14,3,5,1.00,90,14,40,0,0,0,0,../images/Plinthe.png,1.00000,0.00126,Bois profile,A peindre,ML,21,1276.70,-15,1085
181,G28v/2.5x28x28,3,6,2.50,28,28,40,0,0,0,0,../images/Gorge.png,2.50000,0.00196,Bois profile,A vernir,ML,20,1271.00,0,1271
182,CJ40v/2.5x40x14,3,6,2.50,40,14,40,0,0,0,0,../images/Couvre-joint.png,2.50000,0.00140,Bois profile,A vernir,ML,20,1271.00,0,1271
185,Pt60v/2.5x60x14,3,6,2.50,60,14,30,0,0,0,0,../images/Plinthe.png,2.50000,0.00210,Bois profile,A vernir,ML,20,1271.00,0,1271
188,CA90v/2.5x90x25,3,6,2.50,90,25,8,0,0,0,0,NULL,2.50000,0.00563,Bois profile,A vernir,ML,23,2195.00,0,2195
189,Pt90v/2.5x90x14,3,6,2.50,90,14,20,0,0,0,0,../images/Plinthe.png,2.50000,0.00315,Bois profile,A vernir,ML,21,1502.00,0,1502
191,G28v/2x28x28,3,6,2.00,28,28,50,0,0,0,0,../images/Gorge.png,2.00000,0.00157,Bois profile,A vernir,ML,20,1271.00,0,1271
192,CJ40v/2x40x14,3,6,2.00,40,14,50,0,0,0,0,../images/Couvre-joint.png,2.00000,0.00112,Bois profile,A vernir,ML,20,1271.00,0,1271
195,Pt60v/2x60x14,3,6,2.00,60,14,30,0,0,0,0,../images/Plinthe.png,2.00000,0.00168,Bois profile,A vernir,ML,20,1271.00,0,1271
198,CA90v/2x90x25,3,6,2.00,90,25,10,0,0,0,0,NULL,2.00000,0.00450,Bois profile,A vernir,ML,23,2195.00,0,2195
199,Pt90v/2x90x14,3,6,2.00,90,14,20,0,0,0,0,../images/Plinthe.png,2.00000,0.00252,Bois profile,A vernir,ML,21,1502.00,0,1502
201,G28v/1.5x28x28,3,6,1.50,28,28,50,0,0,0,0,../images/Gorge.png,1.50000,0.00118,Bois profile,A vernir,ML,20,1271.00,0,1271
202,CJ40v/1.5x40x14,3,6,1.50,40,14,50,0,0,0,0,../images/Couvre-joint.png,1.50000,0.00084,Bois profile,A vernir,ML,20,1271.00,0,1271
205,"Pt60v/1,5x60x14",3,6,1.50,60,14,30,0,0,0,0,../images/Plinthe.png,1.50000,0.00126,Bois profile,A vernir,ML,20,1271.00,0,1271
208,CA90v/1.5x90x25,3,6,1.50,90,25,10,0,0,0,0,NULL,1.50000,0.00338,Bois profile,A vernir,ML,23,2195.00,0,2195
209,"Pt90v/1,5x90x14",3,6,1.50,90,14,20,0,0,0,0,../images/Plinthe.png,1.50000,0.00189,Bois profile,A vernir,ML,21,1502.00,0,1502
211,G28v/1x28x28,3,6,1.00,28,28,100,0,0,0,0,../images/Gorge.png,1.00000,0.00078,Bois profile,A vernir,ML,20,1271.00,0,1271
212,CJ40v/1x40x14,3,6,1.00,40,14,50,0,0,0,0,../images/Couvre-joint.png,1.00000,0.00056,Bois profile,A vernir,ML,20,1271.00,0,1271
215,Pt60v/1x60x14,3,6,1.00,60,14,30,0,0,0,0,../images/Plinthe.png,1.00000,0.00084,Bois profile,A vernir,ML,20,1271.00,0,1271
218,Pt90v/1x90x14,3,6,1.00,90,14,40,0,0,0,0,../images/Parquet.png,1.00000,0.00126,Bois profile,A vernir,ML,21,1502.00,0,1502
239,BR/5x160,7,10,6.00,0,0,0,160,0,0,0,../images/Rond.png,6.00000,0.12058,Bois rond,BR,ML,26,3675.00,0,3675
240,BR/6x120,7,10,6.00,0,0,0,120,0,0,0,../images/Rond.png,6.00000,0.06782,Bois rond,BR,ML,24,2205.00,0,2205
241,BR/6x140,7,10,6.00,0,0,0,140,0,0,0,../images/Rond.png,6.00000,0.09232,Bois rond,BR,ML,25,2835.00,0,2835
242,BR/6x160,7,10,6.00,0,0,0,160,0,0,0,../images/Rond.png,6.00000,0.12058,Bois rond,BR,ML,26,3675.00,0,3675
243,BR/5x120,7,10,5.00,0,0,0,120,0,0,0,../images/Rond.png,5.00000,0.05652,Bois rond,BR,ML,24,2205.00,0,2205
244,BR/5x140,7,10,5.00,0,0,0,140,0,0,0,../images/Rond.png,5.00000,0.07693,Bois rond,BR,ML,25,2835.00,0,2835
245,BR/4x100,7,10,4.00,0,0,0,100,0,0,0,../images/Rond.png,4.00000,0.03140,Bois rond,BR,ML,22,1733.00,0,1733
246,BR/4x120,7,10,4.00,0,0,0,120,0,0,0,../images/Rond.png,4.00000,0.04522,Bois rond,BR,ML,24,2205.00,0,2205
247,BR/4x140,7,10,4.00,0,0,0,140,0,0,0,../images/Rond.png,4.00000,0.06154,Bois rond,BR,ML,25,2835.00,0,2835
248,BR/4x160,7,10,4.00,0,0,0,160,0,0,0,../images/Rond.png,4.00000,0.08038,Bois rond,BR,ML,26,3675.00,0,3675
249,BR/4x80,7,10,4.00,0,0,0,80,0,0,0,../images/Rond.png,4.00000,0.02010,Bois rond,BR,ML,19,1260.00,0,1260
250,BR/2.5x100,7,10,2.50,0,0,0,100,0,0,0,../images/Rond.png,2.50000,0.01963,Bois rond,BR,ML,22,1733.00,0,1733
251,BR/2.5x60,7,10,2.50,0,0,0,60,0,0,0,../images/Rond.png,2.50000,0.00707,Bois rond,BR,ML,17,893.00,0,893
252,BR/2.5x70,7,10,2.50,0,0,0,70,0,0,0,../images/Rond.png,2.50000,0.00962,Bois rond,BR,ML,18,1050.00,0,1050
253,BR/2.5x80,7,10,2.50,0,0,0,80,0,0,0,../images/Rond.png,2.50000,0.01256,Bois rond,BR,ML,19,1260.00,0,1260
254,BR/2x100,7,10,2.00,0,0,0,100,0,0,0,../images/Rond.png,2.00000,0.01570,Bois rond,BR,ML,22,1733.00,0,1733
255,BR/2x40,7,10,2.00,0,0,0,40,0,0,0,../images/Rond.png,2.00000,0.00251,Bois rond,BR,ML,15,683.00,0,683
256,BR/2x50,7,10,2.00,0,0,0,50,0,0,0,../images/Rond.png,2.00000,0.00393,Bois rond,BR,ML,16,735.00,0,735
257,BR/2x60,7,10,2.00,0,0,0,60,0,0,0,../images/Rond.png,2.00000,0.00565,Bois rond,BR,ML,17,893.00,0,893
258,BR/2x70,7,10,2.00,0,0,0,70,0,0,0,../images/Rond.png,2.00000,0.00769,Bois rond,BR,ML,18,1050.00,0,1050
259,BR/2x80,7,10,2.00,0,0,0,80,0,0,0,../images/Rond.png,2.00000,0.01005,Bois rond,BR,ML,19,1260.00,0,1260
421,DO/2.5xL,1,19,2.50,0,0,0,0,0,0,0,,2.50000,0.00000,Bois brut,Doss,ML,0,550.00,0,550
422,DO/2.5xS,1,19,2.50,0,0,0,0,0,0,0,,2.50000,0.00000,Bois brut,Doss,ML,0,500.00,0,500
423,DO/2xL,1,19,2.00,0,0,0,0,0,0,0,,2.00000,0.00000,Bois brut,Doss,ML,0,550.00,0,550
424,DO/2xS,1,19,2.00,0,0,0,0,0,0,0,,2.00000,0.00000,Bois brut,Doss,ML,0,500.00,0,500
268,Dalle caillebotis,5,12,0.50,1,0,0,0,0,0,0,NULL,1.00000,0.00000,Produit jardin,PJ,U,0,0.00,0,0
269,Cache-pot,5,12,0.40,0,0,0,0,0,0,0,NULL,1.00000,0.00000,Produit jardin,PJ,U,0,0.00,0,0
270,Bac a fleurs,5,12,0.10,1,0,0,0,0,0,0,NULL,1.00000,0.00000,Produit jardin,PJ,U,0,0.00,0,0
271,Banc,5,12,0.00,0,0,0,0,0,0,0,NULL,1.00000,0.00000,Produit jardin,PJ,U,0,0.00,0,0
272,Chaise,5,12,0.00,0,0,0,0,0,0,0,NULL,1.00000,0.00000,Produit jardin,PJ,U,0,0.00,0,0
273,Fauteuil,5,12,0.00,0,0,0,0,0,0,0,NULL,1.00000,0.00000,Produit jardin,PJ,U,0,0.00,0,0
274,Poubelle,5,12,0.00,0,0,0,0,0,0,0,NULL,1.00000,0.00000,Produit jardin,PJ,U,0,0.00,0,0
275,Table basse,5,12,0.00,0,0,0,0,0,0,0,NULL,1.00000,0.00000,Produit jardin,PJ,U,0,0.00,0,0
276,Table de pique-nique,5,12,0.00,0,0,0,0,0,0,0,NULL,1.00000,0.00000,Produit jardin,PJ,U,0,0.00,0,0
277,Tabouret,5,12,0.00,0,0,0,0,0,0,0,NULL,1.00000,0.00000,Produit jardin,PJ,U,0,0.00,0,0
260,Px/2.5x320x18,8,11,2.50,320,18,0,0,0,0,0,NULL,0.00000,0.00000,Panneaux,Panneaux,,0,0.00,0,0
261,Px/2.5x320x25,8,11,2.50,320,25,0,0,0,0,0,NULL,0.00000,0.00000,Panneaux,Panneaux,,0,0.00,0,0
262,Px/2.5x460x18,8,11,2.50,460,18,0,0,0,0,0,NULL,0.00000,0.00000,Panneaux,Panneaux,,0,0.00,0,0
263,Px/2.5x460x25,8,11,2.50,460,25,0,0,0,0,0,NULL,0.00000,0.00000,Panneaux,Panneaux,,0,0.00,0,0
264,Px/2x320x18,8,11,2.00,320,18,0,0,0,0,0,NULL,0.00000,0.00000,Panneaux,Panneaux,,0,0.00,0,0
265,Px/2x320x25,8,11,2.00,320,25,0,0,0,0,0,NULL,0.00000,0.00000,Panneaux,Panneaux,,0,0.00,0,0
266,Px/2x460x18,8,11,2.00,460,18,0,0,0,0,0,NULL,0.00000,0.00000,Panneaux,Panneaux,,0,0.00,0,0
267,Px/2x460x25,8,11,2.00,460,25,0,0,0,0,0,NULL,0.00000,0.00000,Panneaux,Panneaux,,0,0.00,0,0
